,means_per_cluster_mu_fg_Adipocyte,means_per_cluster_mu_fg_B,means_per_cluster_mu_fg_Basal,means_per_cluster_mu_fg_Endothelial,means_per_cluster_mu_fg_Fibroblast,means_per_cluster_mu_fg_LumHR,means_per_cluster_mu_fg_LumSec,means_per_cluster_mu_fg_Macrophage,means_per_cluster_mu_fg_Pericyte,means_per_cluster_mu_fg_Plasma,means_per_cluster_mu_fg_T,means_per_cluster_mu_fg_Tumor,means_per_cluster_mu_fg_pDC
UCN,0.51561075,0.579457,0.5925629,0.34235406,0.022423934,0.86862665,0.64997303,0.02115968,0.66715974,0.5692904,0.14226569,0.027274411,0.8008358
MPV17,0.35292912,0.26282775,0.5664739,0.65407884,0.31726474,0.36886835,0.36563855,0.21540295,0.34336,0.4708222,0.08475927,0.51917034,0.7723881
GTF3C2,0.3927641,0.44225645,0.27848703,0.41341832,0.31441712,0.3221192,0.10406965,0.32429364,0.1755949,0.48666045,0.14445704,0.6681101,0.7101934
EIF2B4,0.33688644,0.07213145,0.4209901,0.19089825,0.18561706,0.51808137,0.12811674,0.102990985,0.7861583,0.11320114,0.13728279,0.30945766,0.8316432
SNX17,0.18027236,0.118772924,0.3326831,0.19993451,0.13100162,0.33560255,0.27439395,0.11139214,0.20641948,0.21786907,0.08885994,0.3296636,0.61917245
ZNF513,0.06616689,0.055592295,0.42133218,0.13465808,0.11076837,0.2581435,0.09883205,0.08739151,0.16273329,0.04746585,0.07016085,0.15408237,0.59812057
PPM1G,0.4592477,0.13443492,0.6136357,0.8055627,0.46926445,0.38814667,0.4577137,0.27057672,0.3719484,0.29736665,0.2146136,1.0386862,0.57756275
KRTCAP3,0.12892395,0.2010811,0.3517232,0.11135073,0.05332826,0.40751958,0.3871822,0.044568073,0.25249848,0.053670913,0.020753808,0.14051124,0.6587242
IFT172,0.93780744,0.28617847,0.3868638,0.29733598,0.40195578,0.3966934,0.3884636,0.18482709,0.28394592,0.18828711,0.093555324,0.98193115,0.86763287
FNDC4,0.5848351,0.1450882,0.8016298,0.06310907,0.079569295,0.63151544,0.37679246,0.0034983377,0.5701075,0.12662442,0.04674639,0.011889023,0.6491348
GCKR,0.91254663,0.83435476,0.87837625,0.928331,0.23395239,0.8612068,0.67830366,0.22181544,0.92302734,0.6101295,0.55339944,0.09135981,0.8199158
C2orf16,1.1001602,0.84763753,0.67905957,0.8796102,0.25410193,0.62060046,0.8104485,0.3381303,0.85246384,0.8941717,0.7179456,0.08959702,0.58450824
ZNF512,0.284986,0.842078,0.26132596,0.8077134,0.7573362,0.2926191,0.7062432,0.49605614,0.8437478,0.3247889,0.31457558,0.73536146,0.7283776
CCDC121,0.10092765,0.15726845,0.52943313,0.066606306,0.014769692,0.5898455,0.20102239,0.009449106,0.28648052,0.056627505,0.036262985,0.09262222,0.83477634
GPN1,0.086664826,0.21387774,0.5109195,0.19721007,0.18071859,0.42061695,0.12268635,0.062097125,0.38372368,0.13255487,0.053650755,0.19702803,0.70345885
SUPT7L,0.3128085,0.13782033,0.71111745,0.3661975,0.22695814,0.41800547,0.36944684,0.28969622,0.73767763,0.17162178,0.08706005,0.30784535,0.72894067
SLC4A1AP,0.09233089,0.069100425,0.41211122,0.32772762,0.30930987,0.7223936,0.35293785,0.20264408,0.20221905,0.040595002,0.13787554,0.28994584,0.8953004
RBKS,0.35765883,0.07608775,0.74810743,0.3583899,0.24381164,0.33992368,0.119799204,0.14281324,0.2716434,0.058259875,0.062230952,0.9858454,0.8053025
BABAM2,2.1680105,2.2200973,1.1383914,4.6557436,4.530481,0.6840922,1.5726389,2.978769,0.996565,1.8577982,1.4818398,4.824988,0.8909793
FOSL2,1.0792738,0.06444256,0.3602118,1.3633701,1.406474,0.31817734,0.24231413,0.4549692,0.40442184,0.08872198,0.14251384,0.75179714,0.6037365
PLB1,0.13050686,0.14348504,0.3345119,0.17189299,0.09728316,0.4081568,0.121109776,0.19443583,0.21849579,0.04321406,0.09229412,0.032553095,0.70913935
PPP1CB,0.4118635,0.527117,0.8665552,1.4617054,1.0551412,0.6679404,2.738487,1.1934702,0.7447274,0.8160476,0.5559025,1.2241311,1.3471981
SPDYA,0.479877,0.070063576,0.53486186,0.25984597,0.096251324,0.43303287,0.16393214,0.11162002,0.3099481,0.11614138,0.0813177,0.13997895,1.176099
TRMT61B,0.89956623,0.15271315,0.6391699,0.51320505,0.39337692,0.78260386,0.3872473,0.16599679,0.50456786,0.14110132,0.17842312,0.42480844,0.6548295
WDR43,0.9310191,0.6758318,0.2966083,1.3597041,1.2450372,0.27008462,1.5461472,0.7578739,0.49976924,0.89062744,0.45719707,1.275627,1.3610094
TOGARAM2,0.31806827,0.10783487,0.76968443,0.09587489,0.037547503,0.644127,0.20368552,0.034687337,0.46597984,0.064355895,0.2006818,0.3396062,1.005957
PCARE,0.8855852,0.5904052,0.7046567,0.71056277,0.48098087,1.1373912,0.8248803,0.94609755,0.95059055,0.64992726,0.6362136,0.54322666,0.7256073
CLIP4,1.1888402,0.19553308,0.93741333,0.8557653,1.1162041,0.6727652,1.4359077,1.1946607,1.13515,1.7222043,0.7032557,1.4969434,0.87846136
ALK,0.46848,0.267452,0.53340966,0.13299069,0.048954334,0.8710071,0.6382208,0.031553444,0.4603737,0.11475133,0.09101382,0.04419701,0.8150872
YPEL5,0.33386606,0.2842653,0.33320498,0.4354916,0.3780375,0.36958835,0.22489652,0.28276208,0.3639352,0.29494503,0.33172256,0.4587757,0.75928426
LBH,0.18345466,0.44098485,0.34336764,1.2018389,0.5623291,0.5348259,0.13882288,0.03593224,1.1110936,0.079669364,0.40243042,0.20198128,0.7944147
LCLAT1,0.45073053,0.3954608,1.0226412,2.200916,1.1795605,0.9034439,0.9922156,0.59096515,1.1496216,0.3139908,0.8281989,2.394925,0.5939348
CAPN13,0.1952661,0.06327639,0.33334082,0.11828806,0.055313583,0.6543904,0.24908057,0.01653662,0.20115666,0.16992988,0.04989802,0.69938195,0.7271277
GALNT14,0.32861453,0.24468334,1.1713864,0.31610838,0.017127227,0.7218459,0.9886509,0.01452335,0.5165802,0.16659275,0.02606752,0.024669789,0.89697707
CAPN14,0.5534619,1.0184088,0.8804089,0.87108576,0.09705605,0.69018537,1.2653774,0.11541939,0.67729163,0.83660465,0.47304168,0.028685614,1.1273274
EHD3,0.22372696,0.22000569,0.7939151,0.29628384,0.06666906,0.46970257,0.33365,0.016318113,0.46626097,0.07484989,0.024986707,0.019858995,1.182982
XDH,0.69467384,0.891364,0.9453447,0.4785637,0.047939617,1.0046418,1.4158448,0.00805249,0.94426286,0.8134837,0.24911815,0.030435733,0.8484641
SRD5A2,0.6306821,0.79098433,1.0927062,0.28765374,0.005485636,0.7484609,0.7078867,0.006393253,0.7440452,0.4560025,0.26559532,0.026131816,0.869835
DPY30,0.41166553,0.24803954,1.0180188,0.41609362,0.3259399,0.42455816,0.5199916,0.1821523,0.9117639,0.09006546,0.049342725,0.69186306,0.7382818
SPAST,0.6965557,0.27600145,0.9339584,1.4804054,0.69361734,0.28708792,0.18534762,0.726138,0.9480295,0.23131336,0.5844261,0.7769121,0.7014336
SLC30A6,0.7439215,0.3867443,0.38746837,0.8563215,0.72546035,1.13491,0.6466962,0.3848496,0.5454222,0.5582268,0.3635773,0.9011026,0.6724158
NLRC4,0.19642869,0.13153182,0.39078397,0.07547328,0.074215084,0.48923784,0.12728134,0.24028483,0.19958813,0.048364382,0.01936135,0.037083507,0.64238805
YIPF4,0.6910822,0.9070391,0.9396944,1.4032573,0.94884974,0.9336659,1.1341951,0.88830304,0.5055485,0.54870844,0.5957227,1.019997,1.71336
BIRC6,5.299214,4.4139075,1.6515428,7.7294893,6.4427857,3.34769,4.164841,5.7003036,3.7755394,4.220658,3.6188662,7.1805606,1.451474
TTC27,0.7972859,1.0428993,0.6509991,1.2246541,1.073332,0.6948092,0.84477943,0.7681818,0.14863074,0.48354575,0.43879867,1.3935637,0.7507845
LTBP1,0.89296585,0.07633864,0.34154114,2.2602394,2.787968,1.2828021,0.90434873,0.19462827,1.0298929,1.2038051,0.17517331,3.2236485,0.9916991
RASGRP3,0.19543284,2.4233253,0.7325792,4.8329487,0.4040288,0.7731749,0.11566295,1.844795,0.18331112,3.87309,0.116502985,0.39683437,0.8827427
FAM98A,0.19575138,0.20012207,0.46294233,0.35767958,0.4085462,0.33906794,0.11375537,0.14474466,0.4214432,0.20839933,0.12931412,0.24618669,0.6891023
CRIM1,3.1076503,0.13311532,1.757344,3.8628755,2.3779213,0.6687587,2.9380524,0.5120906,1.1211456,1.134721,0.2552237,5.5852947,0.64517415
FEZ2,1.3974957,0.7854812,0.30754548,1.5028363,1.0769731,0.61050624,0.9245789,1.2298013,0.49325252,0.7295152,0.33159435,1.3183371,0.6314989
VIT,0.53066856,0.34195176,1.330077,0.20714986,0.017113317,0.757741,0.68468106,0.006023812,0.9252518,0.2685,0.07043402,0.037206307,0.6615778
STRN,1.0929842,1.1794835,0.71177757,1.7563032,1.3633367,2.4816692,2.2074716,1.1708568,0.8623682,0.92379624,0.9039875,1.5923399,0.81955767
HEATR5B,1.5154083,0.8882107,1.0261517,1.5009401,1.5073203,0.3462852,1.1286824,1.3767948,0.9354146,1.2888924,0.77117217,1.4593049,0.7691135
GPATCH11,0.2484002,0.16581193,0.44762078,0.32593158,0.14658296,0.44814348,0.19161488,0.15663396,0.4680721,0.20057848,0.07082205,0.17090896,1.4878442
EIF2AK2,1.0242938,0.5750174,0.9476855,1.3404205,1.2426928,1.6011881,0.5262956,0.95583475,0.7598399,0.4753111,0.2882464,1.307453,0.78164196
SULT6B1,0.9818951,0.82310265,0.8394619,0.64239126,0.23397489,0.93588775,0.8006532,0.48207545,0.9538161,0.7566803,0.59899485,0.12128475,0.9021963
CEBPZOS,0.56543475,0.33843973,0.5779827,0.5795263,0.3954336,0.25761336,0.5542715,0.2590192,0.17946024,0.20954739,0.20558754,0.58183485,0.72811496
CEBPZ,0.3453319,0.2838489,0.81682354,0.912524,0.50584716,0.61242646,0.29974028,0.3631834,0.23213907,0.31915015,0.31737402,0.7418808,0.5372259
NDUFAF7,0.33719975,0.38645428,0.31634572,0.48312932,0.27885243,0.57997984,0.48313594,0.2171994,0.37736747,0.30023518,0.1518587,0.3422251,0.7406336
PRKD3,1.160542,1.1000744,1.2206057,2.7919383,1.6761428,0.29015186,0.66873753,1.0468365,0.7584436,1.3260074,0.4506528,0.70817506,0.7881724
QPCT,0.3590163,0.114463784,0.74771595,0.17406775,0.029481467,0.5567847,0.27374396,0.039883558,0.45956975,0.2208872,0.087025814,0.023620816,0.7778416
RMDN2,0.7885852,0.3169962,0.7912296,0.27908948,0.6970336,0.47510558,0.2564947,0.26948753,0.39656502,0.40591913,0.12724838,0.21459746,0.62841886
CYP1B1,0.21512456,0.149424,0.38868764,0.37664926,0.78252023,0.47502017,0.3905286,0.03909703,0.25279891,0.056062497,0.04100361,0.09937036,0.573521
ATL2,2.2426748,0.41960523,0.3778677,1.0305873,0.97672474,0.93824404,2.6116953,0.7722801,0.690842,0.5988074,0.27531368,1.3068749,0.5876689
HNRNPLL,1.394819,0.79481494,1.1408349,1.2322094,1.3193235,0.68699193,0.25539994,0.86734813,0.84254164,0.41235715,1.6820496,1.077025,0.7203523
GALM,0.5229762,0.30337384,0.38644704,0.70303965,0.39649743,0.5125385,0.1414266,0.80850285,0.4342867,0.26408726,1.1826041,0.31079277,0.83885044
SRSF7,1.4556596,0.72005737,0.6270752,1.6789104,1.0753424,0.62006134,0.76944035,1.3591367,1.0520476,0.9014805,0.8900622,1.438648,1.1335099
GEMIN6,0.24145283,0.07988919,0.7034936,0.15558887,0.05703176,0.5437565,0.1632329,0.0460905,0.5490517,0.09422871,0.07170335,0.15743135,0.6741508
DHX57,0.48816976,0.066837534,0.48533565,0.7826543,0.5725988,1.1053368,0.5802993,0.3659731,0.23046671,0.12901525,0.26073155,0.6332585,0.8080974
MORN2,0.21335495,0.08578399,0.48323458,0.11527757,0.108577766,0.80511796,0.124345444,0.034862373,0.24363858,0.045328762,0.035124667,0.41853264,0.85791546
ARHGEF33,0.14677677,0.0765192,0.41901836,0.04288504,0.0647437,0.5241055,0.24592154,0.008421179,0.2737654,0.057912286,0.021922398,0.21208899,1.0453084
SOS1,8.358075,2.0918875,0.9825828,4.113315,3.6019752,0.5284024,1.2170569,2.7167392,1.5693083,3.8537421,2.062123,2.9079323,1.5207374
CDKL4,0.43093583,0.150096,0.73013234,0.1623698,0.04948165,0.5108224,0.26135388,0.033538178,0.7760227,0.36510742,0.08821302,0.040281508,0.88395756
MAP4K3,2.3678727,0.44998074,2.2298014,4.6951942,4.585094,1.524516,0.85766333,3.4267242,1.5410333,2.3013358,0.70451003,4.304192,0.7560785
TMEM178A,0.48728064,0.7079158,0.77537066,0.6625605,0.025771838,0.85790515,0.61237204,0.017216574,0.68080276,0.39115685,0.14159745,0.01918592,0.77034414
THUMPD2,0.5042311,0.19780639,1.030203,0.958863,0.86770004,0.76918334,0.5085851,0.47158176,0.37089723,0.35236287,0.23656555,0.6821005,0.7917282
SLC8A1,2.6317437,2.2189422,1.2707452,6.553355,4.876721,0.48853996,0.54962486,26.523619,4.3764,3.2489562,0.29702795,3.3496222,0.7371447
C2orf91,0.49361917,0.36750796,0.9678864,0.15341893,0.047412165,0.568625,0.53107876,0.09406206,0.5732169,0.13573307,0.038426705,0.007982486,0.6667156
PKDCC,1.1476525,0.078978166,0.38877144,0.13289186,0.39534593,0.33049744,0.12664036,0.016977627,0.20257917,0.042124778,0.016896036,0.060814396,0.7015609
EML4,2.5166438,4.114452,0.9905296,4.738561,4.3402395,0.2945501,2.5070944,4.498154,3.0240903,1.6815687,5.792236,2.7389843,1.5138828
COX7A2L,0.38789237,0.117741086,0.29482284,0.39286166,0.4199383,0.2918061,0.34135455,0.26398852,0.42389128,0.27093905,0.25243485,0.58950394,0.5683176
KCNG3,0.47294563,0.25343776,0.8576511,0.23079073,0.05623331,0.7945942,0.40675217,0.011196253,0.4898973,0.42585105,0.06853199,0.049793903,0.6851657
MTA3,2.1945846,0.67209387,0.27323648,1.4276875,1.5364739,0.52425516,1.1093688,0.46994907,0.8311885,0.7909918,0.35483587,2.6381109,0.7047
OXER1,0.7180546,0.6175362,1.361368,0.577349,0.06477458,0.65904635,0.6019252,0.061707597,0.83169556,0.59783673,0.30731425,0.013020237,0.99135023
HAAO,0.15652668,0.11266969,0.8655153,0.12021041,0.1388505,0.6040059,0.26191443,0.10320335,0.38996488,0.10545258,0.021246994,0.037807673,0.85191333
ZFP36L2,2.3527665,0.57091475,1.7962451,3.4043455,1.8519195,0.6190849,0.48237202,2.4060202,0.6955308,1.1932678,1.5179043,4.533226,0.4801852
THADA,3.0327706,1.218358,0.2714648,4.0234356,3.6229348,0.7859255,2.5663486,2.6009848,1.6789124,1.568311,2.4971933,5.1109147,1.94546
PLEKHH2,1.8332998,0.15425897,0.40465784,0.47058958,1.8857169,0.31441697,0.39010245,0.032741733,0.3930642,0.043788448,0.052774634,0.57046515,0.84476167
C1GALT1C1L,0.520795,0.51852715,0.7989569,0.3666336,0.0040924493,0.7312525,0.6946412,0.004240924,0.7388779,0.2776126,0.108732425,0.025136016,0.8973292
DYNC2LI1,1.3977292,0.11496661,0.29680362,0.67413634,0.8782086,0.31900537,0.4562707,0.19347662,0.62038493,0.2764524,0.038201515,1.4956176,0.7620788
ABCG5,0.7309699,0.9692876,0.6715066,0.56483674,0.0258658,0.8718322,0.7802107,0.025509376,0.7026031,0.65368646,0.7520564,0.024995018,0.83577967
ABCG8,1.006392,0.8055042,0.9138525,0.9218993,0.266532,0.75228024,0.7290972,0.27012584,0.9708615,0.89040434,0.8653584,0.06402289,0.9893066
LRPPRC,2.1279902,1.6915647,1.1635507,1.7345216,2.0372808,0.27107832,1.9023397,1.4937575,1.9165485,0.8740284,1.207504,2.934418,1.9716723
PPM1B,1.8247182,1.033818,0.32264453,1.552878,1.3879579,1.2185208,0.7850453,1.2644408,0.49774718,0.9382175,1.106432,1.3117849,0.5604914
SLC3A1,0.19850387,0.18668012,0.590061,0.11217774,0.0628943,0.40712893,0.2070797,0.028013075,0.30134365,0.15121983,0.039302137,0.07965273,0.9916564
PREPL,0.74515265,0.31047973,1.0071129,0.6870437,0.58845335,0.33643204,0.67356986,0.34105438,0.16976187,0.6894797,0.2952181,1.2404999,0.71851194
CAMKMT,3.4920225,2.7386448,0.4392977,4.1231685,2.929288,0.6829708,1.9779189,2.3473117,2.03778,1.9458146,2.1095295,5.16571,1.2115175
SIX3,0.7348944,0.5337845,0.93359554,0.4940423,0.00842707,0.7645771,0.7578069,0.0121211,0.66853225,0.7588495,0.26348728,0.032664873,0.89254904
SIX2,0.596558,0.9681412,1.3424233,0.45517194,0.40712357,0.73473203,0.84161174,0.90310127,0.8612021,0.68836033,0.7839978,0.2541146,0.7306972
SRBD1,1.4814172,1.0924573,1.2306197,2.2863204,1.8690703,0.90956825,1.3335298,1.9286689,0.7373219,2.364401,1.3055495,2.1557403,0.9717646
PRKCE,1.8442348,1.3816868,1.2534926,2.9567425,2.7326283,0.6397186,1.2579612,1.5512398,1.6682332,0.9802218,0.67627007,3.3994672,2.0376801
EPAS1,0.7197828,0.07387159,0.55766225,3.4449022,0.6456541,0.3372616,0.40981463,0.37436342,1.519841,0.1816203,0.113081686,0.86484885,0.69159675
TMEM247,0.8336778,0.8031869,0.8923116,0.6034876,0.6530474,0.73631865,0.6058205,0.9296861,1.0837944,0.82822084,0.76220477,0.36538267,0.7331118
ATP6V1E2,0.3227056,0.13676651,0.51633376,0.17355604,0.13572964,0.40842593,0.1712149,0.09612659,0.2508611,0.09880137,0.030762041,0.21483372,1.1730326
RHOQ,1.5870584,1.3629367,0.4401668,0.9766344,1.4062625,0.64841574,1.0062965,1.6028669,0.813317,1.2135408,0.2162684,0.6919937,1.4375519
PIGF,0.45270297,0.4113359,1.054501,1.0575562,0.5602899,0.325101,0.13239777,0.43931493,0.3283119,0.38976306,0.26951805,0.65150535,0.6863216
CRIPT,0.5148485,0.23932742,0.7678386,0.32739678,0.22802328,0.30574393,0.23759793,0.1447742,0.30592263,0.294197,0.11702186,0.2913554,0.75783074
SOCS5,0.48297173,0.19829126,0.76959085,0.19988778,0.22091074,0.40042982,0.15885156,0.07733161,0.6681292,0.09767123,0.07345477,0.15426244,0.7496204
MCFD2,0.36263138,0.28878796,0.3786538,0.17824984,0.34125763,0.39850128,0.13795494,0.20742097,0.17380339,0.481194,0.13439417,0.41990304,0.72477686
TTC7A,1.2021626,0.8691927,0.351469,0.82463056,1.1402026,0.96261996,0.88235754,1.2434633,1.0619377,1.014226,0.6429586,0.9236933,1.4660445
STPG4,0.2667149,0.1669972,0.41103357,0.112222575,0.16196494,0.50936145,0.1981375,0.07651843,0.4402617,0.048707973,0.057844695,0.21889329,0.77594006
EPCAM,0.2603866,0.046328858,0.4156642,0.5129252,0.19880523,0.29545683,0.2199282,0.06946895,0.18249722,0.29519153,0.12867594,1.6430129,0.8677551
MSH2,0.1853357,0.25263426,0.6142717,0.45597026,0.3567286,0.31556186,0.26718053,0.20563,0.1973402,0.21128473,0.34896332,0.6721751,0.6250468
KCNK12,0.7576554,0.6946715,0.5564653,0.5225726,0.04540615,0.82226884,0.39686814,0.016841482,0.68093944,0.66202074,0.35682485,0.010843465,0.650347
MSH6,0.37167743,0.29498562,0.7539213,0.37731925,0.33242312,0.6712596,0.25471523,0.19358915,0.17582557,0.2947644,0.10875235,0.44785962,0.56576407
FBXO11,3.0781536,2.8071911,0.99991494,5.036495,3.674267,2.1922436,1.2775512,3.5443265,1.9799614,1.4954327,1.9094374,2.9591017,0.94582415
FOXN2,0.57873785,1.1484542,0.7060078,1.0962763,0.7026459,0.7378357,0.1584755,1.5967097,1.2388012,0.7732172,0.77167845,0.5968352,0.56545043
PPP1R21,1.3181452,1.4347626,0.35394084,1.0664688,1.1358376,0.9318548,0.79548657,1.0973839,0.64756566,0.7067326,0.6809404,1.2900356,1.3070706
LHCGR,0.7958062,0.44082683,1.0402819,0.2632824,0.072054006,0.8715025,0.6160136,0.013549437,0.7218643,0.41372418,0.078560054,0.003187687,0.71907806
FSHR,0.7612502,0.6182672,0.90893406,0.6650806,0.06289224,0.7833206,0.9606445,0.10326248,0.80772763,0.5078228,0.4533265,0.021231988,0.6564462
NRXN1,0.65114504,0.51617706,0.7491889,0.50941294,0.040954508,0.8319885,0.584609,0.111972645,1.0899426,0.5472317,0.25600338,0.07819532,0.73467624
ASB3,1.834273,0.8415911,1.3852067,1.6801124,1.6358964,0.5994618,1.8929539,1.2404422,1.7005502,1.216977,0.73906237,1.8300128,0.5831271
CHAC2,0.19426344,0.07422537,0.37588122,0.06522933,0.017080441,0.6615538,0.11246236,0.016443444,0.19231965,0.1870745,0.01738846,0.04558447,0.7602696
ERLEC1,0.34852347,0.26322693,0.76487285,0.76885027,0.9178096,0.6314366,0.37982246,0.3725294,0.38228855,0.8698148,0.23049773,0.8313719,0.5835231
GPR75,0.896133,0.45756748,1.3389872,1.0649856,0.2493936,0.92563397,0.82508,0.27061453,0.96006286,0.7493629,0.42622748,0.042284902,0.6673839
PSME4,3.716095,2.435253,1.0100329,3.4293075,3.917388,1.8049077,3.2722585,3.1991603,1.815761,2.2320292,1.6246679,4.1450973,1.32232
ACYP2,2.5339015,1.7372016,0.70992965,1.9900069,1.9709454,0.6662138,1.4017448,2.1395912,1.317863,1.442215,0.8489671,2.9779246,1.1361504
TSPYL6,0.95324594,0.7841567,1.006083,0.50002164,0.46530095,0.8251914,0.76146835,0.38816342,0.83578086,0.7330105,0.7017046,0.16536614,0.5486781
C2orf73,0.19000265,0.10404264,0.63894075,0.054313716,0.01574021,0.53830075,0.23066096,0.0080871135,0.43446687,0.057865996,0.020924438,0.41013768,0.7081354
SPTBN1,5.084164,0.6902098,1.3203272,6.7109003,1.6664128,0.6370923,1.3418002,0.30407542,2.5165443,0.4758831,0.65521485,3.3607745,1.2988464
EML6,0.14555354,0.6908832,0.6046253,0.4929896,0.20425992,0.47334114,0.19617696,0.15050617,0.35146844,0.6954866,0.03998579,0.9960485,0.8291189
RTN4,8.144295,0.5379086,1.3935176,4.944882,7.499305,0.30167595,2.50192,4.565715,1.6676327,1.7898104,0.89290833,6.031693,0.4745713
CLHC1,0.64248025,0.08536711,0.37934476,0.57026005,0.47942227,0.6826057,0.6861218,0.1699769,0.4140389,0.092975445,0.09919726,1.4914905,0.78031427
MTIF2,0.28814194,0.20477448,0.44836056,0.5437381,0.3447748,0.31983447,0.12295087,0.3892144,0.42653054,0.4509534,0.18931562,0.46704882,0.7951097
CCDC88A,1.3708524,0.85960233,0.3480397,2.3788745,2.6296673,0.3516845,0.50380975,7.162724,1.4229585,1.5200335,0.43641812,0.90396154,2.1935945
CFAP36,0.19932637,0.21117735,0.5002062,0.5169163,0.4813501,0.60920715,0.2475734,0.23106651,0.58079886,0.23308484,0.25716564,1.2796348,0.6693986
PPP4R3B,2.0540977,1.9291978,0.6145937,2.0556703,1.8116705,0.9196813,1.4670467,1.5484271,1.0419095,0.7930578,1.4685055,2.4416375,1.6979622
EFEMP1,0.81272644,0.0618061,0.7830687,0.8744821,1.0528897,0.7299098,0.21690734,0.09828486,0.56902,0.45013198,0.09549056,1.8509681,0.7955673
CCDC85A,0.33119076,0.13670786,0.6888215,1.2190529,0.2576045,0.5338888,0.58348674,0.019889826,0.46075064,0.53794503,0.021719301,0.4771276,0.76736563
VRK2,1.5212903,2.5543716,0.36194643,2.3640678,1.8292412,1.9280009,1.9326943,2.8101723,0.5432431,1.1485584,0.89843565,1.7492762,1.5596622
FANCL,1.3026575,0.83009845,0.336019,1.9270133,0.977897,0.3672403,1.8005308,1.0254251,0.9370097,0.44761857,0.43436104,1.3354632,0.62935084
BCL11A,0.123452745,2.6457222,1.2825688,0.20612036,0.14660887,0.64844334,0.7745653,0.41886765,0.60519487,0.39743707,0.077599294,0.11068307,2.2813597
PAPOLG,0.44833735,0.47739577,0.33458808,0.9718853,0.38636658,0.42021528,0.62406176,0.38575488,0.1525568,0.45518088,0.3398976,0.45751876,0.5497531
REL,0.7237157,2.5148275,0.37316298,1.7020032,1.3257843,1.0857708,0.6084272,3.2201495,0.8544108,0.43262127,0.9308953,1.6410716,1.3440098
PUS10,0.2769043,0.3773585,0.36448306,1.084637,0.5279531,0.4261664,0.8495869,0.5186292,0.8114082,0.2318019,0.094557114,0.589905,0.58453584
PEX13,0.73776746,0.25594932,0.44618443,0.49941602,0.5157387,0.7119271,0.21446605,0.48324385,0.7017371,0.2712301,0.14967847,0.60930717,0.7369187
KIAA1841,0.58410203,0.19977702,0.37775427,0.9439525,0.6342236,0.5659837,0.41781914,0.67099935,0.22725247,0.053206418,0.21165216,1.1765683,0.7629219
C2orf74,0.49342802,0.58606,0.8106329,0.12514722,0.07119873,0.7204345,0.5346864,0.04728525,0.5308127,0.3195404,0.069095895,0.06838691,0.61942047
USP34,4.7658734,3.8180122,1.9032664,8.057686,6.9423757,0.741608,3.0552742,4.766297,1.3707469,2.8795507,3.533273,7.7725635,2.210551
XPO1,1.191978,2.0262403,0.94253165,2.6563725,2.356167,1.2620008,1.0316129,2.2827566,0.88148093,1.1169298,1.3505589,3.3026361,0.5882337
